time, model::Switch.Ground1.p.u[REAL], model::HeatCapacity1.p.T[REAL], model::Ground.p1.u[REAL], model::Switch.Ground1.p1.u[REAL], model::Ground.p2.u[REAL], model::Ramp.stop_time[REAL], model::Switch.Ground1.p.i[REAL], model::Ground.p1.i[REAL], model::Switch.Ground1.p1.i[REAL], model::Ground.p2.i[REAL], model::HeatCapacity1.E[REAL], model::Switch.Node1.p2.u[REAL], model::HeatCapacity1.p1.T[REAL], model::Switch.Resistance12.vt[REAL], model::Ground.p.u[REAL], model::Ground.p.i[REAL], model::Thermistor.alpha[REAL], model::HeatCapacity1.p2.T[REAL], model::Ramp.slope[REAL], model::ThermalConductor.p_low.dQ[REAL], model::HeatCapacity1.p3.T[REAL], model::Switch.Ground2.p.i[REAL], model::HeatCapacity1.p1.dQ[REAL], model::Switch.R1.p.u[REAL], model::HeatCapacity1.p2.dQ[REAL], model::HeatCapacity1.p3.dQ[REAL], model::HeatCapacity1.C[REAL], model::Switch.Ground2.p1.u[REAL], model::HeatCapacity1.T0[REAL], model::Switch.Ground2.p.u[REAL], model::Switch.input[REAL], model::OnOffController.input[REAL], model::OnOffController.output[REAL], model::Switch.R1.p_low.u[REAL], model::OnOffController.reference[REAL], model::OnOffController.bandwidth[REAL], model::Switch.Resistance12.Roff[REAL], model::Switch.Node1.p1.i[REAL], model::Ramp.output[REAL], model::Switch.Node2.p3.i[REAL], model::ZeroJunction.p1.dQ[REAL], model::Ramp.start_time[REAL], model::Splitter2.output1[REAL], model::Switch.Node2.p2.i[REAL], model::Ramp.offset[REAL], model::Switch.Node2.p1.u[REAL], model::Splitter2.output2[REAL], model::Splitter1.input[REAL], model::Splitter1.output1[REAL], model::Splitter1.output2[REAL], model::Switch.R1.p_high.i[REAL], model::ThermalConductor.p_high.T[REAL], model::Splitter2.input[REAL], model::Switch.R1.R[REAL], model::Switch.Ground2.p1.i[REAL], model::Switch.Node1.p1.u[REAL], model::Switch.Node1.p3.u[REAL], model::Switch.Node1.p2.i[REAL], model::Switch.Node2.p2.u[REAL], model::Switch.Node2.p3.u[REAL], model::Switch.Node2.p1.i[REAL], model::Switch.R1.p.i[REAL], model::Switch.R1.p_high.u[REAL], model::Switch.R1.p_low.i[REAL], model::Switch.R2.p.u[REAL], model::Switch.R2.p.i[REAL], model::Switch.R2.p_high.u[REAL], model::Switch.R2.p_high.i[REAL], model::Switch.R2.p_low.u[REAL], model::Switch.R2.p_low.i[REAL], model::Switch.R2.R[REAL], model::Switch.Resistance12.p.u[REAL], model::Switch.Resistance12.p.i[REAL], model::Switch.Resistance12.p_high.u[REAL], model::Switch.Resistance12.p_high.i[REAL], model::Switch.Resistance12.p_low.u[REAL], model::Switch.Resistance12.p_low.i[REAL], model::Switch.Resistance12.input[REAL], model::Switch.Resistance12.Ron[REAL], model::Switch.Resistance12.R[REAL], model::Thermistor.R[REAL], model::Switch.p2.u[REAL], model::Switch.p2.i[REAL], model::Switch.p1.u[REAL], model::Switch.p1.i[REAL], model::TemperatureSource.p.T[REAL], model::TemperatureSource.p.dQ[REAL], model::Thermistor.p_th.dQ[REAL], model::TemperatureSource.T[REAL], model::ThermalConductor.p.T[REAL], model::ThermalConductor.p.dQ[REAL], model::ThermalConductor.p_high.dQ[REAL], model::ThermalConductor.p_low.T[REAL], model::ThermalConductor.G[REAL], model::Thermistor.p_el.u[REAL], model::Thermistor.p_el.i[REAL], model::Thermistor.p_el_high.u[REAL], model::Thermistor.p_el_high.i[REAL], model::Thermistor.p_el_low.u[REAL], model::Thermistor.p_el_low.i[REAL], model::Thermistor.p_th.T[REAL], model::Thermistor.R_ref[REAL], model::Thermistor.T_ref[REAL], model::VoltageSource.p.u[REAL], model::VoltageSource.p.i[REAL], model::VoltageSource.p_high.u[REAL], model::VoltageSource.p_high.i[REAL], model::VoltageSource.p_low.u[REAL], model::VoltageSource.p_low.i[REAL], model::VoltageSource.U[REAL], model::ZeroJunction.effort[REAL], model::ZeroJunction.p1.T[REAL], model::Temperature_Reference[REAL], model::Temperature_Room[REAL], model::HeatCapacity1.p.dQ[REAL], model::HeatCapacity1.p.dQ_int[REAL], model::HeatCapacity1.p.dQ_int_initial[REAL], model::Switch.Node1.p3.i[REAL], model::OnOffController.currentState[BOOL], model::OnOffController.newState[BOOL]
36.09, 0.000000, 331.142101, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.868079, 0.000002, 0.868083, 33.114210, 9.999991, 331.142101, 0.500000, 0.000000, -0.000004, 0.004000, 331.142101, 4.166670, -3.799210, 331.142101, 0.000002, -3.799210, 10.000000, 0.000000, 8.680779, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 331.142101, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.868079, 331.483360, 0.868083, 0.000000, 8.000000, 331.142101, 0.868081, 298.150000, 10.000000, 331.142101, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.142101, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.868081, 10.000000, 0.868081, 9.999991, 0.868081, 1.000000, 0.000010, 0.000010, 11.519684, 9.999991, 0.868079, 10.000000, 0.868083, 293.150000, -3.799210, 8.680779, 293.150000, -37.992101, -3.799210, -3.799210, 331.142101, 0.100000, 9.999991, 0.868079, 9.999991, 0.868079, 0.000000, 0.868079, 331.142101, 10.000000, 293.150000, 10.000000, 0.868083, 10.000000, 0.868083, 0.000000, 0.868083, 10.000000, 331.142101, 331.142101, 331.483360, 331.142101, 4.881568, 3.314210, 0.000000, 0.868081, 1, 1
36.1, 0.000000, 331.627096, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.866619, 0.000002, 0.866623, 33.162710, 9.999991, 331.627096, 0.500000, 0.000000, -0.000004, 0.004000, 331.627096, 4.166670, -3.847710, 331.627096, 0.000002, -3.847710, 10.000000, 0.000000, 8.666184, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 331.627096, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.866619, 331.483360, 0.866623, 0.000000, 8.000000, 331.627096, 0.866621, 298.150000, 10.000000, 331.627096, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.627096, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.866621, 10.000000, 0.866621, 9.999991, 0.866621, 1.000000, 0.000010, 0.000010, 11.539084, 9.999991, 0.866619, 10.000000, 0.866623, 293.150000, -3.847710, 8.666184, 293.150000, -38.477096, -3.847710, -3.847710, 331.627096, 0.100000, 9.999991, 0.866619, 9.999991, 0.866619, 0.000000, 0.866619, 331.627096, 10.000000, 293.150000, 10.000000, 0.866623, 10.000000, 0.866623, 0.000000, 0.866623, 10.000000, 331.627096, 331.627096, 331.483360, 331.627096, 4.818475, 3.362710, 0.000000, 0.866621, 1, 1
36.11, 0.000000, 332.105825, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.865183, 0.000002, 0.865187, 33.210583, 9.999991, 332.105825, 0.500000, 0.000000, -0.000004, 0.004000, 332.105825, 4.166670, -3.895583, 332.105825, 0.000002, -3.895583, 10.000000, 0.000000, 8.651827, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 332.105825, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.865183, 331.483360, 0.865187, 0.000000, 8.000000, 332.105825, 0.865185, 298.150000, 10.000000, 332.105825, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 332.105825, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.865185, 10.000000, 0.865185, 9.999991, 0.865185, 1.000000, 0.000010, 0.000010, 11.558233, 9.999991, 0.865183, 10.000000, 0.865187, 293.150000, -3.895583, 8.651827, 293.150000, -38.955825, -3.895583, -3.895583, 332.105825, 0.100000, 9.999991, 0.865183, 9.999991, 0.865183, 0.000000, 0.865183, 332.105825, 10.000000, 293.150000, 10.000000, 0.865187, 10.000000, 0.865187, 0.000000, 0.865187, 10.000000, 332.105825, 332.105825, 331.483360, 332.105825, 4.756244, 3.410583, 0.000000, 0.865185, 1, 1
36.12, 0.000000, 332.405764, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.240576, 0.001157, 332.405764, 0.500000, 0.000000, -0.000002, 0.004000, 332.405764, 4.166670, -3.925576, 332.405764, 0.000000, -3.925576, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 332.405764, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 332.405764, 0.000100, 298.150000, 10.000000, 332.405764, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 332.405764, 5000000.000000, 0.000000, 0.001157, 0.001157, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001157, 0.000000, 0.001157, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998843, 0.000100, 10.000000, 0.000100, 0.001157, 0.000100, 0.000000, 0.000010, 100000.000000, 11.570231, 0.001157, 0.000100, 10.000000, 0.000102, 293.150000, -3.925576, 0.000000, 293.150000, -39.255764, -3.925576, -3.925576, 332.405764, 0.100000, 0.001157, 0.000100, 0.001157, 0.000100, 0.000000, 0.000100, 332.405764, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 332.405764, 332.405764, 331.483360, 332.405764, -3.925576, 3.440576, 0.000000, 0.000100, 0, 0
36.13, 0.000000, 332.015163, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.201516, 0.001155, 332.015163, 0.500000, 0.000000, -0.000002, 0.004000, 332.015163, 4.166670, -3.886516, 332.015163, 0.000000, -3.886516, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 332.015163, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 332.015163, 0.000100, 298.150000, 10.000000, 332.015163, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 332.015163, 5000000.000000, 0.000000, 0.001155, 0.001155, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001155, 0.000000, 0.001155, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998845, 0.000100, 10.000000, 0.000100, 0.001155, 0.000100, 0.000000, 0.000010, 100000.000000, 11.554607, 0.001155, 0.000100, 10.000000, 0.000102, 293.150000, -3.886516, 0.000000, 293.150000, -38.865163, -3.886516, -3.886516, 332.015163, 0.100000, 0.001155, 0.000100, 0.001155, 0.000100, 0.000000, 0.000100, 332.015163, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 332.015163, 332.015163, 331.483360, 332.015163, -3.886516, 3.401516, 0.000000, 0.000100, 0, 0
36.14, 0.000000, 331.628448, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.162845, 0.001154, 331.628448, 0.500000, 0.000000, -0.000002, 0.004000, 331.628448, 4.166670, -3.847845, 331.628448, 0.000000, -3.847845, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 331.628448, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 331.628448, 0.000100, 298.150000, 10.000000, 331.628448, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.628448, 5000000.000000, 0.000000, 0.001154, 0.001154, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001154, 0.000000, 0.001154, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998846, 0.000100, 10.000000, 0.000100, 0.001154, 0.000100, 0.000000, 0.000010, 100000.000000, 11.539138, 0.001154, 0.000100, 10.000000, 0.000102, 293.150000, -3.847845, 0.000000, 293.150000, -38.478448, -3.847845, -3.847845, 331.628448, 0.100000, 0.001154, 0.000100, 0.001154, 0.000100, 0.000000, 0.000100, 331.628448, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 331.628448, 331.628448, 331.483360, 331.628448, -3.847845, 3.362845, 0.000000, 0.000100, 0, 0
36.15, 0.000000, 331.245581, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.124558, 0.001152, 331.245581, 0.500000, 0.000000, -0.000002, 0.004000, 331.245581, 4.166670, -3.809558, 331.245581, 0.000000, -3.809558, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 331.245581, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 331.245581, 0.000100, 298.150000, 10.000000, 331.245581, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.245581, 5000000.000000, 0.000000, 0.001152, 0.001152, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001152, 0.000000, 0.001152, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998848, 0.000100, 10.000000, 0.000100, 0.001152, 0.000100, 0.000000, 0.000010, 100000.000000, 11.523823, 0.001152, 0.000100, 10.000000, 0.000102, 293.150000, -3.809558, 0.000000, 293.150000, -38.095581, -3.809558, -3.809558, 331.245581, 0.100000, 0.001152, 0.000100, 0.001152, 0.000100, 0.000000, 0.000100, 331.245581, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 331.245581, 331.245581, 331.483360, 331.245581, -3.809558, 3.324558, 0.000000, 0.000100, 0, 0
36.16, 0.000000, 330.866523, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.086652, 0.001151, 330.866523, 0.500000, 0.000000, -0.000002, 0.004000, 330.866523, 4.166670, -3.771652, 330.866523, 0.000000, -3.771652, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 330.866523, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 330.866523, 0.000100, 298.150000, 10.000000, 330.866523, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 330.866523, 5000000.000000, 0.000000, 0.001151, 0.001151, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001151, 0.000000, 0.001151, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998849, 0.000100, 10.000000, 0.000100, 0.001151, 0.000100, 0.000000, 0.000010, 100000.000000, 11.508661, 0.001151, 0.000100, 10.000000, 0.000102, 293.150000, -3.771652, 0.000000, 293.150000, -37.716523, -3.771652, -3.771652, 330.866523, 0.100000, 0.001151, 0.000100, 0.001151, 0.000100, 0.000000, 0.000100, 330.866523, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 330.866523, 330.866523, 331.483360, 330.866523, -3.771652, 3.286652, 0.000000, 0.000100, 0, 0
36.17, 0.000000, 330.491238, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.049124, 0.001149, 330.491238, 0.500000, 0.000000, -0.000002, 0.004000, 330.491238, 4.166670, -3.734124, 330.491238, 0.000000, -3.734124, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 330.491238, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 330.491238, 0.000100, 298.150000, 10.000000, 330.491238, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 330.491238, 5000000.000000, 0.000000, 0.001149, 0.001149, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001149, 0.000000, 0.001149, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998851, 0.000100, 10.000000, 0.000100, 0.001149, 0.000100, 0.000000, 0.000010, 100000.000000, 11.493650, 0.001149, 0.000100, 10.000000, 0.000102, 293.150000, -3.734124, 0.000000, 293.150000, -37.341238, -3.734124, -3.734124, 330.491238, 0.100000, 0.001149, 0.000100, 0.001149, 0.000100, 0.000000, 0.000100, 330.491238, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 330.491238, 330.491238, 331.483360, 330.491238, -3.734124, 3.249124, 0.000000, 0.000100, 0, 0
36.18, 0.000000, 330.958880, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.868631, 0.000002, 0.868635, 33.095888, 9.999991, 330.958880, 0.500000, 0.000000, -0.000004, 0.004000, 330.958880, 4.166670, -3.780888, 330.958880, 0.000002, -3.780888, 10.000000, 0.000000, 8.686305, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 330.958880, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.868631, 331.483360, 0.868635, 0.000000, 8.000000, 330.958880, 0.868633, 298.150000, 10.000000, 330.958880, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 330.958880, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.868633, 10.000000, 0.868633, 9.999991, 0.868633, 1.000000, 0.000010, 0.000010, 11.512355, 9.999991, 0.868631, 10.000000, 0.868635, 293.150000, -3.780888, 8.686305, 293.150000, -37.808880, -3.780888, -3.780888, 330.958880, 0.100000, 9.999991, 0.868631, 9.999991, 0.868631, 0.000000, 0.868631, 330.958880, 10.000000, 293.150000, 10.000000, 0.868635, 10.000000, 0.868635, 0.000000, 0.868635, 10.000000, 330.958880, 330.958880, 331.483360, 330.958880, 4.905417, 3.295888, 0.000000, 0.868633, 1, 1
36.19, 0.000000, 331.446244, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.867163, 0.000002, 0.867167, 33.144624, 9.999991, 331.446244, 0.500000, 0.000000, -0.000004, 0.004000, 331.446244, 4.166670, -3.829624, 331.446244, 0.000002, -3.829624, 10.000000, 0.000000, 8.671621, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 331.446244, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.867163, 331.483360, 0.867167, 0.000000, 8.000000, 331.446244, 0.867165, 298.150000, 10.000000, 331.446244, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.446244, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.867165, 10.000000, 0.867165, 9.999991, 0.867165, 1.000000, 0.000010, 0.000010, 11.531850, 9.999991, 0.867163, 10.000000, 0.867167, 293.150000, -3.829624, 8.671621, 293.150000, -38.296244, -3.829624, -3.829624, 331.446244, 0.100000, 9.999991, 0.867163, 9.999991, 0.867163, 0.000000, 0.867163, 331.446244, 10.000000, 293.150000, 10.000000, 0.867167, 10.000000, 0.867167, 0.000000, 0.867167, 10.000000, 331.446244, 331.446244, 331.483360, 331.446244, 4.841996, 3.344624, 0.000000, 0.867165, 1, 1
36.2, 0.000000, 331.927308, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.865718, 0.000002, 0.865722, 33.192731, 9.999991, 331.927308, 0.500000, 0.000000, -0.000004, 0.004000, 331.927308, 4.166670, -3.877731, 331.927308, 0.000002, -3.877731, 10.000000, 0.000000, 8.657175, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 331.927308, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.865718, 331.483360, 0.865722, 0.000000, 8.000000, 331.927308, 0.865720, 298.150000, 10.000000, 331.927308, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.927308, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.865720, 10.000000, 0.865720, 9.999991, 0.865720, 1.000000, 0.000010, 0.000010, 11.551092, 9.999991, 0.865718, 10.000000, 0.865722, 293.150000, -3.877731, 8.657175, 293.150000, -38.777308, -3.877731, -3.877731, 331.927308, 0.100000, 9.999991, 0.865718, 9.999991, 0.865718, 0.000000, 0.865718, 331.927308, 10.000000, 293.150000, 10.000000, 0.865722, 10.000000, 0.865722, 0.000000, 0.865722, 10.000000, 331.927308, 331.927308, 331.483360, 331.927308, 4.779444, 3.392731, 0.000000, 0.865720, 1, 1
36.21, 0.000000, 332.402161, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.864297, 0.000002, 0.864301, 33.240216, 9.999991, 332.402161, 0.500000, 0.000000, -0.000004, 0.004000, 332.402161, 4.166670, -3.925216, 332.402161, 0.000002, -3.925216, 10.000000, 0.000000, 8.642963, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 332.402161, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.864297, 331.483360, 0.864301, 0.000000, 8.000000, 332.402161, 0.864299, 298.150000, 10.000000, 332.402161, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 332.402161, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.864299, 10.000000, 0.864299, 9.999991, 0.864299, 1.000000, 0.000010, 0.000010, 11.570086, 9.999991, 0.864297, 10.000000, 0.864301, 293.150000, -3.925216, 8.642963, 293.150000, -39.252161, -3.925216, -3.925216, 332.402161, 0.100000, 9.999991, 0.864297, 9.999991, 0.864297, 0.000000, 0.864297, 332.402161, 10.000000, 293.150000, 10.000000, 0.864301, 10.000000, 0.864301, 0.000000, 0.864301, 10.000000, 332.402161, 332.402161, 331.483360, 332.402161, 4.717747, 3.440216, 0.000000, 0.864299, 1, 1
36.22, 0.000000, 332.165737, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.216574, 0.001156, 332.165737, 0.500000, 0.000000, -0.000002, 0.004000, 332.165737, 4.166670, -3.901574, 332.165737, 0.000000, -3.901574, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 332.165737, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 332.165737, 0.000100, 298.150000, 10.000000, 332.165737, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 332.165737, 5000000.000000, 0.000000, 0.001156, 0.001156, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001156, 0.000000, 0.001156, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998844, 0.000100, 10.000000, 0.000100, 0.001156, 0.000100, 0.000000, 0.000010, 100000.000000, 11.560629, 0.001156, 0.000100, 10.000000, 0.000102, 293.150000, -3.901574, 0.000000, 293.150000, -39.015737, -3.901574, -3.901574, 332.165737, 0.100000, 0.001156, 0.000100, 0.001156, 0.000100, 0.000000, 0.000100, 332.165737, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 332.165737, 332.165737, 331.483360, 332.165737, -3.901574, 3.416574, 0.000000, 0.000100, 0, 0
36.23, 0.000000, 331.777524, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.177752, 0.001154, 331.777524, 0.500000, 0.000000, -0.000002, 0.004000, 331.777524, 4.166670, -3.862752, 331.777524, 0.000000, -3.862752, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 331.777524, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 331.777524, 0.000100, 298.150000, 10.000000, 331.777524, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.777524, 5000000.000000, 0.000000, 0.001154, 0.001154, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001154, 0.000000, 0.001154, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998846, 0.000100, 10.000000, 0.000100, 0.001154, 0.000100, 0.000000, 0.000010, 100000.000000, 11.545101, 0.001154, 0.000100, 10.000000, 0.000102, 293.150000, -3.862752, 0.000000, 293.150000, -38.627524, -3.862752, -3.862752, 331.777524, 0.100000, 0.001154, 0.000100, 0.001154, 0.000100, 0.000000, 0.000100, 331.777524, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 331.777524, 331.777524, 331.483360, 331.777524, -3.862752, 3.377752, 0.000000, 0.000100, 0, 0
36.24, 0.000000, 331.393174, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.139317, 0.001153, 331.393174, 0.500000, 0.000000, -0.000002, 0.004000, 331.393174, 4.166670, -3.824317, 331.393174, 0.000000, -3.824317, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 331.393174, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 331.393174, 0.000100, 298.150000, 10.000000, 331.393174, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.393174, 5000000.000000, 0.000000, 0.001153, 0.001153, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001153, 0.000000, 0.001153, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998847, 0.000100, 10.000000, 0.000100, 0.001153, 0.000100, 0.000000, 0.000010, 100000.000000, 11.529727, 0.001153, 0.000100, 10.000000, 0.000102, 293.150000, -3.824317, 0.000000, 293.150000, -38.243174, -3.824317, -3.824317, 331.393174, 0.100000, 0.001153, 0.000100, 0.001153, 0.000100, 0.000000, 0.000100, 331.393174, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 331.393174, 331.393174, 331.483360, 331.393174, -3.824317, 3.339317, 0.000000, 0.000100, 0, 0
